Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR19173231_1 - nextera_transposase_sequence	(1, 0.0)	(2, 6.0362466956076525e-06)	(3, 1.2072493391215305e-05)	(4, 2.414498678243061e-05)	(5, 2.414498678243061e-05)	(6, 2.414498678243061e-05)	(7, 2.414498678243061e-05)	(8, 3.0181233478038262e-05)	(9, 6.639871365168419e-05)	(10, 9.054370043411479e-05)	(12, 9.054370043411479e-05)	(14, 9.959807047752627e-05)	(16, 0.00013279742730336834)	(18, 0.0001509061673901913)	(20, 0.00019014177091164106)	(22, 0.00022032300438967932)	(24, 0.00028973984138916734)	(26, 0.0003833016651710859)	(28, 0.0014486992069458367)	(30, 0.004967831030485098)	(32, 0.01291153168190477)	(34, 0.02230393154027028)	(36, 0.03670943427933794)	(38, 0.06125281334367866)	(40, 0.09096321957945952)	(42, 0.12175713209710196)	(44, 0.15487801771590115)	(46, 0.19194660867362773)	(48, 0.231743583137769)	(50, 0.2737468057691549)	(52, 0.31730134380131186)	(54, 0.36247057782454395)	(56, 0.4093601421560242)	(58, 0.4620445033152878)	(60, 0.5163978866858869)	(62, 0.5737241215540727)	(64, 0.6332083146159384)	(66, 0.6961210958009092)	(68, 0.765199902985443)	(70, 0.8382596148657304)	(72, 0.9161966140760686)	(74, 0.9972181353478622)	(76, 1.082314123139191)	(78, 1.173518792586475)	(80, 1.2724951296543536)	(82, 1.3761918116381975)	(84, 1.484216482502792)	(86, 1.5987029554550347)	(88, 1.7205355406358316)	(90, 1.8513078071728235)	(92, 1.990612308414057)	(94, 2.1363514486328086)	(96, 2.289617788480982)	(98, 2.4506316509629684)	(100, 2.6248799843250747)	(102, 2.8090971791049766)	(104, 3.0018134092322946)	(106, 3.2031946714911568)	(108, 3.4143908708770776)	(110, 3.64013744292276)	(112, 3.8782915200512647)	(114, 4.129993952888061)	(116, 4.391333253574394)	(118, 4.666299381176061)	(120, 4.957152910080568)	(122, 5.261328435442281)	(124, 5.580383308908667)	(126, 5.915539870435587)	(128, 6.261842361485945)	(130, 6.62461475164527)	(132, 7.001092439926971)	(134, 7.400359977607939)	(136, 7.818210100741336)	(138, 8.247520038226343)
SRR19173231_1 - polya	(1, 0.000277667347997952)	(2, 0.0004225372686925357)	(3, 0.0005311897092134735)	(4, 0.000887328264254325)	(5, 0.001720330308248181)	(6, 0.0027525284931970897)	(7, 0.0031328120350203716)	(8, 0.003700219224407491)	(9, 0.004122756493100027)	(10, 0.007822975717507518)	(12, 0.013222398386728562)	(14, 0.020523238765066017)	(16, 0.032236575477892666)	(18, 0.043925767203936886)	(20, 0.05265116180243775)	(22, 0.0621612684713676)	(24, 0.07101644237382404)	(26, 0.079971214346758)	(28, 0.0876372476501797)	(30, 0.09642904096233225)	(32, 0.10399849431862425)	(34, 0.11222589856473748)	(36, 0.12374305725995688)	(38, 0.13390507857201236)	(40, 0.14472806889723688)	(42, 0.15432268301990526)	(44, 0.16443943248174367)	(46, 0.1736115093357195)	(48, 0.1819807653791795)	(50, 0.19070615997768037)	(52, 0.19936515586252956)	(54, 0.20883300880459016)	(56, 0.21954131044259811)	(58, 0.22940755566656884)	(60, 0.23752932559550893)	(62, 0.24619435772705373)	(64, 0.25400827907451784)	(66, 0.262682365576106)	(68, 0.272144182271471)	(70, 0.28012108227971655)	(72, 0.2889400387019993)	(74, 0.29779823072780354)	(76, 0.3069159813615189)	(78, 0.31586773521110506)	(80, 0.32551365743068605)	(82, 0.33579942180000155)	(84, 0.3443105296408083)	(86, 0.35384478129652064)	(88, 0.3622019648465894)	(90, 0.3708669969781342)	(92, 0.3796406815501999)	(94, 0.38952201739090964)	(96, 0.39829872008632317)	(98, 0.4084999770019001)	(100, 0.41861974458708634)	(102, 0.42767713275384556)	(104, 0.43821641948437656)	(106, 0.44712591960709347)	(108, 0.45633119581789516)	(110, 0.46661997831055835)	(112, 0.4789701390497716)	(114, 0.49049937023838225)	(116, 0.5007760802376543)	(118, 0.510180552589411)	(120, 0.5201524321305548)	(122, 0.5303687796628709)	(124, 0.5410076644638793)	(126, 0.5533698976964838)	(128, 0.5661667406911719)	(130, 0.5767844986287458)	(132, 0.5866628163461078)	(134, 0.597398281094246)	(136, 0.6091780165207243)	(138, 0.6202484929604688)
SRR19173231_2 - nextera_transposase_sequence	(1, 0.0)	(2, 6.0362466956076525e-06)	(3, 1.2072493391215305e-05)	(4, 3.621748017364592e-05)	(5, 4.225372686925357e-05)	(6, 4.225372686925357e-05)	(7, 4.225372686925357e-05)	(8, 5.4326220260468875e-05)	(9, 0.00010865244052093775)	(10, 0.0001478880440423875)	(12, 0.00018712364756383722)	(14, 0.00022334112773748314)	(16, 0.00027464922465014817)	(18, 0.0003319935682584209)	(20, 0.00044064600877935864)	(22, 0.0005492984493002964)	(24, 0.0007575489602987604)	(26, 0.0009718357179928321)	(28, 0.0021821031804621664)	(30, 0.005824978061261385)	(32, 0.013955802360244893)	(34, 0.02355343460626106)	(36, 0.038103807266023304)	(38, 0.06280714686779762)	(40, 0.09272882173792477)	(42, 0.12374003913660907)	(44, 0.15719895457036231)	(46, 0.1946055753430429)	(48, 0.23465305404505188)	(50, 0.2767920922270889)	(52, 0.3204190652195932)	(54, 0.3657693866436935)	(56, 0.41290643708969366)	(58, 0.46588053809034646)	(60, 0.5204361357252484)	(62, 0.5778710230339552)	(64, 0.637536303496689)	(66, 0.7005547189988329)	(68, 0.7697361423771922)	(70, 0.842973923535)	(72, 0.9209833577056854)	(74, 1.0021829482549995)	(76, 1.0872427185661548)	(78, 1.1781576481720495)	(80, 1.2769438434690166)	(82, 1.3803145681312974)	(84, 1.4881189159915023)	(86, 1.6025782258336148)	(88, 1.7244289197544986)	(90, 1.855502998626271)	(92, 1.994955387911547)	(94, 2.1407066006236892)	(96, 2.293692255000517)	(98, 2.454277543967115)	(100, 2.6282421737345283)	(102, 2.812314498593736)	(104, 3.004756079496403)	(106, 3.206242976072439)	(108, 3.417318450524447)	(110, 3.642491579134047)	(112, 3.8796677842978635)	(114, 4.130845063672141)	(116, 4.391653174649261)	(118, 4.665427143528547)	(120, 4.954557324001456)	(122, 5.257302258896311)	(124, 5.5747665813584035)	(126, 5.908432189951508)	(128, 6.253448960455703)	(130, 6.61353823895883)	(132, 6.986560176007296)	(134, 7.381538960411035)	(136, 7.7939987152452535)	(138, 8.21792130255443)
SRR19173231_2 - polya	(1, 0.00019919614095505254)	(2, 0.00041650102199692804)	(3, 0.0005492984493002964)	(4, 0.0009416544845147938)	(5, 0.0018108740086822958)	(6, 0.0030603770746730798)	(7, 0.0034527331098875773)	(8, 0.004134828986491242)	(9, 0.004617728722139855)	(10, 0.0082032592593308)	(12, 0.013557410078334789)	(14, 0.02052625688841382)	(16, 0.03236937290519604)	(18, 0.04400725653432759)	(20, 0.05247611064826513)	(22, 0.06187152862997844)	(24, 0.07059994135182711)	(26, 0.07944002463754452)	(28, 0.08697326051366286)	(30, 0.09506484920912492)	(32, 0.10279728122619833)	(34, 0.11060818445031462)	(36, 0.12121085177114947)	(38, 0.13106804262507676)	(40, 0.14157111187543409)	(42, 0.1508276961831484)	(44, 0.16094746376833463)	(46, 0.16998070694831152)	(48, 0.1782413105512506)	(50, 0.1867765633788398)	(52, 0.19540839615355873)	(54, 0.2040462651749733)	(56, 0.21412981527998587)	(58, 0.2237817737462625)	(60, 0.2322234647500698)	(62, 0.24099413119878774)	(64, 0.24850020396477585)	(66, 0.256637064510455)	(68, 0.2655012927829548)	(70, 0.2732156160599414)	(72, 0.28163618020031406)	(74, 0.2901925598913379)	(76, 0.2991714768510543)	(78, 0.30749847916764506)	(80, 0.3165619035810999)	(82, 0.3264794569019833)	(84, 0.3347823142317916)	(86, 0.3440720978963318)	(88, 0.3516928593495365)	(90, 0.3601405866000394)	(92, 0.36933680844079764)	(94, 0.3789072775766835)	(96, 0.38772623399896633)	(98, 0.3979214546678477)	(100, 0.4078027905085574)	(102, 0.41622033652558227)	(104, 0.42613788984646567)	(106, 0.4347576501277934)	(108, 0.4440957237658984)	(110, 0.4548221341439932)	(112, 0.4666743045308188)	(114, 0.4790848277369882)	(116, 0.4893826645996948)	(118, 0.499134221136449)	(120, 0.5093777317788952)	(122, 0.5198777829059047)	(124, 0.5306524832575643)	(126, 0.5433919819086444)	(128, 0.5559715200222907)	(130, 0.5669846521184267)	(132, 0.5767482811485722)	(134, 0.5874958183901016)	(136, 0.5989526146183649)	(138, 0.6098842573841103)
SRR19173232_1 - nextera_transposase_sequence	(1, 0.0)	(2, 7.2803364156093615e-06)	(3, 1.4560672831218723e-05)	(4, 2.9121345662437446e-05)	(5, 2.9121345662437446e-05)	(6, 3.6401682078046807e-05)	(7, 4.368201849365617e-05)	(8, 5.824269132487489e-05)	(9, 7.280336415609361e-05)	(10, 7.64435323638983e-05)	(12, 9.100420519511703e-05)	(14, 9.46443734029217e-05)	(16, 0.00011648538264974978)	(18, 0.00016016740114340594)	(20, 0.00021476992426047617)	(22, 0.0002402511017151089)	(24, 0.0003021339612477885)	(26, 0.00038585783002729616)	(28, 0.0013432220686799272)	(30, 0.004892386071289491)	(32, 0.012343810392665673)	(34, 0.019922640601315017)	(36, 0.032321053517097756)	(38, 0.05307001230158444)	(40, 0.0793229054162718)	(42, 0.10687533858114542)	(44, 0.13691764680015744)	(46, 0.16813572935029042)	(48, 0.20124305920027397)	(50, 0.23730256546678713)	(52, 0.2757281810683734)	(54, 0.31498011485313127)	(56, 0.35715874387696406)	(58, 0.402653566138107)	(60, 0.450922196573597)	(62, 0.5006141327783387)	(64, 0.5535130571741563)	(66, 0.6086215636721114)	(68, 0.6674758032558975)	(70, 0.7321397512993398)	(72, 0.8004147462049245)	(74, 0.8711468546507772)	(76, 0.9465128972251653)	(78, 1.0281909914718868)	(80, 1.1136257393090627)	(82, 1.2050667646891162)	(84, 1.3010179584786397)	(86, 1.4024585259255327)	(88, 1.5100728186528625)	(90, 1.6240901672577208)	(92, 1.7459302373411512)	(94, 1.8757932381545832)	(96, 2.0117426002114644)	(98, 2.1567377802647405)	(100, 2.3126243435957683)	(102, 2.474979485832065)	(104, 2.6482114506732817)	(106, 2.8321236690361977)	(108, 3.0209428341432343)	(110, 3.2242316678762943)	(112, 3.44021376814997)	(114, 3.6643571255455427)	(116, 3.898470903662293)	(118, 4.147462049244341)	(120, 4.410769976387685)	(122, 4.685267780601821)	(124, 4.974024123685926)	(126, 5.277453984815693)	(128, 5.59608882854946)	(130, 5.927387817478181)	(132, 6.268660867296285)	(134, 6.632244508060024)	(136, 7.008561457214665)	(138, 7.4002872383929414)
SRR19173232_1 - polya	(1, 0.00023297076529949957)	(2, 0.00035673648436485874)	(3, 0.0004950628762614366)	(4, 0.0008445190242106859)	(5, 0.0018492054495647778)	(6, 0.0031451053315432443)	(7, 0.003509122152323712)	(8, 0.004011465365000758)	(9, 0.004375482185781226)	(10, 0.007447784153168377)	(12, 0.012376571906535915)	(14, 0.019252849651078957)	(16, 0.030806743542651012)	(18, 0.04101013502912754)	(20, 0.04929515787009099)	(22, 0.05890156177048754)	(24, 0.06687353014557978)	(26, 0.07446692102706035)	(28, 0.08128131591207072)	(30, 0.088805543597603)	(32, 0.09564177949186017)	(34, 0.10345722063401683)	(36, 0.11322015176734898)	(38, 0.12306680676946065)	(40, 0.13384170466456252)	(42, 0.14304404989389274)	(44, 0.15293074674629026)	(46, 0.16216585348949075)	(48, 0.17076393079632537)	(50, 0.17875045984424887)	(52, 0.18712284672219962)	(54, 0.19561535915100794)	(56, 0.2054620141531196)	(58, 0.21525406663211422)	(60, 0.22340076308118106)	(62, 0.23180227130479428)	(64, 0.2395376287463792)	(66, 0.2481684675670841)	(68, 0.257880436345507)	(70, 0.26599801144891144)	(72, 0.2754588086209958)	(74, 0.2853382251369777)	(76, 0.2944022439744114)	(78, 0.3024579362182831)	(80, 0.312785093423825)	(82, 0.3250597406205424)	(84, 0.333490370189818)	(86, 0.3438430085728146)	(88, 0.35190962132130976)	(90, 0.36034389105879316)	(92, 0.37022330757477506)	(94, 0.38027381199652377)	(96, 0.3894797973940618)	(98, 0.40040394218568365)	(100, 0.41182314985356694)	(102, 0.421327629044145)	(104, 0.4322226524901044)	(106, 0.4414832404107595)	(108, 0.4512825732261697)	(110, 0.4619300652339984)	(112, 0.4747907795121723)	(114, 0.4876514937903462)	(116, 0.49844095235827934)	(118, 0.5085424191349373)	(120, 0.5192845555161689)	(122, 0.5307656460435849)	(124, 0.5420902093380653)	(126, 0.5551620533722919)	(128, 0.5678844412585693)	(130, 0.5789942346287891)	(132, 0.5889064126586412)	(134, 0.6001800135982123)	(136, 0.6125711461775795)	(138, 0.6243834920119057)
SRR19173232_2 - nextera_transposase_sequence	(1, 0.0)	(2, 1.4560672831218723e-05)	(3, 2.1841009246828085e-05)	(4, 5.0962354909265535e-05)	(5, 5.824269132487489e-05)	(6, 8.008370057170298e-05)	(7, 9.46443734029217e-05)	(8, 9.46443734029217e-05)	(9, 0.00017472807397462468)	(10, 0.0001929289150136481)	(12, 0.00024389126992291362)	(14, 0.0003021339612477885)	(16, 0.00035673648436485874)	(18, 0.00044774068955997576)	(20, 0.0006006277542877723)	(22, 0.000742594314392155)	(24, 0.0009246027247823889)	(26, 0.0012012555085755446)	(28, 0.0023187871483715816)	(30, 0.006126403093735278)	(32, 0.013825358853242178)	(34, 0.021706323023139313)	(36, 0.03432678619959814)	(38, 0.055279594403721884)	(40, 0.08179093946116338)	(42, 0.10955814255029747)	(44, 0.14002999061783045)	(46, 0.17176497705347166)	(48, 0.20525452456527474)	(50, 0.24156884260633424)	(52, 0.2802747511599214)	(54, 0.3200217478209407)	(56, 0.3627791635898145)	(58, 0.40880545040929683)	(60, 0.4574308173291518)	(62, 0.5073812054766477)	(64, 0.5607606320758955)	(66, 0.6162295152264232)	(68, 0.6753713280986258)	(70, 0.740355610944355)	(72, 0.808808974092122)	(74, 0.8797922541443133)	(76, 0.9553949076522088)	(78, 1.0369965583665661)	(80, 1.1223839840170406)	(82, 1.2137849675468084)	(84, 1.3096305964583057)	(86, 1.4111257664283157)	(88, 1.5190567537897246)	(90, 1.6331651065997779)	(92, 1.7552672687941704)	(94, 1.8852176336445896)	(96, 2.021541933026875)	(98, 2.1669011299009315)	(100, 2.322805894072998)	(102, 2.4850263500856062)	(104, 2.658251034590407)	(106, 2.842239696485687)	(108, 3.030869572845918)	(110, 3.2334849754605344)	(112, 3.4487936446157654)	(114, 3.672143445342037)	(116, 3.9053435412386284)	(118, 4.153155272321348)	(120, 4.414821483602971)	(122, 4.688296400550714)	(124, 4.975516592651127)	(126, 5.277432143806447)	(128, 5.59439979050104)	(130, 5.923274427403362)	(132, 6.260750781780725)	(134, 6.620636011645335)	(136, 6.992843210893364)	(138, 7.379632923981858)
SRR19173232_2 - polya	(1, 0.00032033480228681194)	(2, 0.0004149791756897336)	(3, 0.0005314645583394834)	(4, 0.0008954813791199515)	(5, 0.0019220088137208715)	(6, 0.0033343940783490877)	(7, 0.0037202519083763836)	(8, 0.004542929923340241)	(9, 0.005088955154510944)	(10, 0.008223139981430774)	(12, 0.012908036464875398)	(14, 0.019467619575339434)	(16, 0.030824944383690035)	(18, 0.04089364964647778)	(20, 0.048996664077051)	(22, 0.05839193822139488)	(24, 0.0658652035520179)	(26, 0.07300721357573067)	(28, 0.07972332391913031)	(30, 0.08735311648268893)	(32, 0.09422575405902417)	(34, 0.1025762999277281)	(36, 0.11279425208703583)	(38, 0.12234605346431532)	(40, 0.1329862651357284)	(42, 0.14211580700090254)	(44, 0.15162392635968835)	(46, 0.1600581960971718)	(48, 0.16801924396764065)	(50, 0.1759184089785768)	(52, 0.18428351552011196)	(54, 0.1927105049211798)	(56, 0.20329611406947581)	(58, 0.2130153631843143)	(60, 0.2213295073709402)	(62, 0.22975285660380024)	(64, 0.2375755780823725)	(66, 0.24580235823201108)	(68, 0.25435675352035203)	(70, 0.2622522783630804)	(72, 0.2715638286386448)	(74, 0.2815014878459516)	(76, 0.29032889574987797)	(78, 0.2985884374133867)	(80, 0.30807835593113353)	(82, 0.31941019956202954)	(84, 0.32729480390013443)	(86, 0.3373817100039612)	(88, 0.3456521721720935)	(90, 0.3546725089910335)	(92, 0.3642097496954817)	(94, 0.3738634757825797)	(96, 0.3828765322651041)	(98, 0.3936004678052967)	(100, 0.40434260418652834)	(102, 0.41355951008868974)	(104, 0.4244654540392726)	(106, 0.4335549540541609)	(108, 0.4429502281985048)	(110, 0.45351035616934615)	(112, 0.4663856311203513)	(114, 0.4791262198476677)	(116, 0.48943881638037834)	(118, 0.4996749693807251)	(120, 0.5101368128099557)	(122, 0.5208461876773172)	(124, 0.5318904580197965)	(126, 0.5444635990095539)	(128, 0.5567928487293883)	(130, 0.5677752362123352)	(132, 0.578622937471593)	(134, 0.5904680448197894)	(136, 0.6031431105193654)	(138, 0.614817129961795)
SRR19173243_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 4.994468625996709e-06)	(4, 9.988937251993418e-06)	(5, 9.988937251993418e-06)	(6, 9.988937251993418e-06)	(7, 9.988937251993418e-06)	(8, 2.4972343129983544e-05)	(9, 2.9966811755980252e-05)	(10, 3.246404606897861e-05)	(12, 4.2452983320972024e-05)	(14, 4.994468625996709e-05)	(16, 6.243085782495886e-05)	(18, 8.490596664194405e-05)	(20, 9.239766958093912e-05)	(22, 0.0001373478872149095)	(24, 0.00018729257347487656)	(26, 0.0003246404606897861)	(28, 0.0022025606640645487)	(30, 0.007718951261477912)	(32, 0.01716349143323769)	(34, 0.028176294753560434)	(36, 0.04499017338297835)	(38, 0.07210764078782747)	(40, 0.10433694683138425)	(42, 0.1377674225794932)	(44, 0.17475395998931184)	(46, 0.21423273724350284)	(48, 0.25654837267725994)	(50, 0.3023126886972678)	(52, 0.34960031764820465)	(54, 0.39751724964601703)	(56, 0.4486980668909183)	(58, 0.5048433859500603)	(60, 0.5621848802451286)	(62, 0.6222908129246859)	(64, 0.6862774477266427)	(66, 0.7540423980441661)	(68, 0.8257155200615318)	(70, 0.9018037523442788)	(72, 0.9838154244174577)	(74, 1.0689561310848235)	(76, 1.1586767654822285)	(78, 1.2539612379289937)	(80, 1.356722429908876)	(82, 1.4651573382478904)	(84, 1.5785292788237029)	(86, 1.7000322143226376)	(88, 1.8263648009829114)	(90, 1.9588780425678562)	(92, 2.1013078016097175)	(94, 2.251888533449205)	(96, 2.409766183951274)	(98, 2.5771757778260573)	(100, 2.759329043084784)	(102, 2.9480575262896345)	(104, 3.1477713432373644)	(106, 3.3603783809431054)	(108, 3.58095908781025)	(110, 3.8155767487507584)	(112, 4.060992450860672)	(114, 4.320167914035206)	(116, 4.589909175588036)	(118, 4.876956270929945)	(120, 5.177673226901207)	(122, 5.4918078228362095)	(124, 5.820805957402177)	(126, 6.167968974360895)	(128, 6.527470826060139)	(130, 6.902165851319664)	(132, 7.289014915980552)	(134, 7.699575220443359)	(136, 8.125251284202745)	(138, 8.56718434333975)
SRR19173243_1 - polya	(1, 0.0003346293979417795)	(2, 0.00043451877046171364)	(3, 0.0005543860174856347)	(4, 0.0009988937251993418)	(5, 0.002057721073910644)	(6, 0.003416216540181749)	(7, 0.0037858072185055053)	(8, 0.004155397896829262)	(9, 0.004614889010420959)	(10, 0.008318287496597517)	(12, 0.013562479553894063)	(14, 0.02097177376056018)	(16, 0.03439191095861334)	(18, 0.04531231660935514)	(20, 0.05470940932916794)	(22, 0.06564729562010074)	(24, 0.07459738339788684)	(26, 0.08302804643856929)	(28, 0.09077197004317718)	(30, 0.09900535157313275)	(32, 0.10700649031197948)	(34, 0.1164060802661053)	(36, 0.12808065067937258)	(38, 0.13998746388374875)	(40, 0.1527982759094303)	(42, 0.16287461636237865)	(44, 0.1741970767375132)	(46, 0.18506504046768205)	(48, 0.1943897133924179)	(50, 0.20396660698276659)	(52, 0.21378323506716312)	(54, 0.22432406110232916)	(56, 0.23655551476739511)	(58, 0.2487145486373841)	(60, 0.2582464920100988)	(62, 0.2683677826806812)	(64, 0.2783567199326745)	(66, 0.28856791103852486)	(68, 0.3001226142047682)	(70, 0.31028386062435853)	(72, 0.3220083757238858)	(74, 0.33496652457403425)	(76, 0.34631895176092475)	(78, 0.3572843076293005)	(80, 0.36935344106402157)	(82, 0.3838049360333431)	(84, 0.39412600544896526)	(86, 0.4064173927375432)	(88, 0.4171055555971761)	(90, 0.4276114203519602)	(92, 0.43910618989469163)	(94, 0.4511503509862827)	(96, 0.4627250320270301)	(98, 0.47695677037680767)	(100, 0.49103617743349237)	(102, 0.5028955431859216)	(104, 0.5171048064268822)	(106, 0.52822998529129)	(108, 0.5407361347307856)	(110, 0.5545882934649875)	(112, 0.5696965610586275)	(114, 0.5851344635815834)	(116, 0.5987144237756684)	(118, 0.6116850587973819)	(120, 0.6250177927944801)	(122, 0.6388624598257431)	(124, 0.6531016898784596)	(126, 0.667752963592821)	(128, 0.6831559048353948)	(130, 0.6981068466673159)	(132, 0.7103457920353209)	(134, 0.7247248672095654)	(136, 0.7396658201042345)	(138, 0.7537477243952323)
SRR19173243_2 - nextera_transposase_sequence	(1, 0.0)	(2, 4.994468625996709e-06)	(3, 9.988937251993418e-06)	(4, 1.9977874503986836e-05)	(5, 1.9977874503986836e-05)	(6, 1.9977874503986836e-05)	(7, 2.4972343129983544e-05)	(8, 2.9966811755980252e-05)	(9, 5.493915488596379e-05)	(10, 0.00010238660683293253)	(12, 0.00012486171564991773)	(14, 0.00016981193328388807)	(16, 0.0002347400254218453)	(18, 0.0002921764146208074)	(20, 0.0003820768498887482)	(22, 0.000471977285156689)	(24, 0.0006392919841275786)	(26, 0.0009089932899314009)	(28, 0.002951730957964055)	(30, 0.008720342220990253)	(32, 0.018387136246606883)	(34, 0.02965965193548145)	(36, 0.04664334249818326)	(38, 0.07392562736769029)	(40, 0.10640965131117289)	(42, 0.14017225922291063)	(44, 0.17759081816887795)	(46, 0.21726188246516984)	(48, 0.25985970537629577)	(50, 0.3058562641874124)	(52, 0.3534160916784661)	(54, 0.40159523327914337)	(56, 0.4531905914200024)	(58, 0.5095856339104442)	(60, 0.5671718571681862)	(62, 0.6275275132790434)	(64, 0.6918712525877591)	(66, 0.7598209982444444)	(68, 0.831611490274521)	(70, 0.9078870151307428)	(72, 0.9903007419283144)	(74, 1.0756437245750332)	(76, 1.1655916072949208)	(78, 1.2606513286535161)	(80, 1.3634849404284755)	(82, 1.4715802249009222)	(84, 1.5846624862964267)	(86, 1.7058782398493668)	(88, 1.8324106052546805)	(90, 1.9651560896307338)	(92, 2.107952942116606)	(94, 2.2586735190776217)	(96, 2.4166560534208363)	(98, 2.584063150061307)	(100, 2.7660965480730093)	(102, 2.9543780263358332)	(104, 3.153699777496423)	(106, 3.365824848979755)	(108, 3.5855939546951747)	(110, 3.819557340245678)	(112, 4.064106502048981)	(114, 4.32254528110118)	(116, 4.591554853000302)	(118, 4.876933795821127)	(120, 5.17596012416249)	(122, 5.48856890993225)	(124, 5.815963820069273)	(126, 6.16129386704225)	(128, 6.5188753455547985)	(130, 6.890161645977081)	(132, 7.2725931031382745)	(134, 7.678478584967149)	(136, 8.098323606605685)	(138, 8.534013579960195)
SRR19173243_2 - polya	(1, 0.00019977874503986835)	(2, 0.0003096570548117959)	(3, 0.0004145408959577268)	(4, 0.000754164762525503)	(5, 0.00198779851314669)	(6, 0.003396238665677762)	(7, 0.003800790624383495)	(8, 0.004440082608511074)	(9, 0.005044413312256676)	(10, 0.008657911363165294)	(12, 0.013937064700843816)	(14, 0.021313894861440953)	(16, 0.034134695824374506)	(18, 0.04472047207717453)	(20, 0.05384286902255751)	(22, 0.06477825807917731)	(24, 0.07366341776482546)	(26, 0.08219896464665383)	(28, 0.08985049058168079)	(30, 0.09760190588922768)	(32, 0.1053008792762016)	(34, 0.11413109980696379)	(36, 0.12566832233301617)	(38, 0.13775743364224122)	(40, 0.15025359414448497)	(42, 0.1605471939826642)	(44, 0.17183968754604276)	(46, 0.1824029886900258)	(48, 0.19140801562269788)	(50, 0.2012121575355294)	(52, 0.21104127179149093)	(54, 0.22114258458756925)	(56, 0.2329020609674785)	(58, 0.24504111696296352)	(60, 0.2541934807201025)	(62, 0.263990130929995)	(64, 0.2734221849301898)	(66, 0.28318637109401334)	(68, 0.29442891997113196)	(70, 0.3039683550467857)	(72, 0.3151809371121483)	(74, 0.3278843680623709)	(76, 0.3393941210109803)	(78, 0.3501846704774462)	(80, 0.36228626795823626)	(82, 0.3769100720951546)	(84, 0.38753330686264964)	(86, 0.4001068816285963)	(88, 0.4105852768059374)	(90, 0.42149569351942723)	(92, 0.4337271471844932)	(94, 0.44602602617601006)	(96, 0.45733350314526666)	(98, 0.47162267788424317)	(100, 0.48554725641352203)	(102, 0.49716439043759036)	(104, 0.5114560624108799)	(106, 0.5232155387907892)	(108, 0.5359214669753248)	(110, 0.5496088082448688)	(112, 0.5647195730728218)	(114, 0.5799676857879899)	(116, 0.5929333263410772)	(118, 0.6059913645637456)	(120, 0.6192117230167589)	(122, 0.632926533863746)	(124, 0.6473155979752424)	(126, 0.6625986719707924)	(128, 0.6774247520870635)	(130, 0.691883738759324)	(132, 0.7046670812075626)	(134, 0.7193782885454358)	(136, 0.734429119749877)	(138, 0.74817389740862)
