"","SRR13639990","SRR13639992","SRR13639993","SRR13639994","SRR13639995","SRR13639999","SRR13640002","SRR13640004","SRR19173185","SRR19173191","SRR19173211","SRR19173215","SRR19173217","SRR19173231","SRR19173232","SRR19173243"
"ENSG00000249987.1",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186008.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270849.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257103.9",2448,3299,2748,2805,2972,4295,3326,614,419,159,2571,1857,1944,1449,1395,2372
"ENSG00000166398.14",557,684,431,453,880,486,531,93,45,6,633,318,315,485,382,503
"ENSG00000257074.3",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000267219.1",0,0,2,1,5,2,1,1,0,0,2,2,5,1,2,0
"ENSG00000105220.17",2410,4993,811,1950,842,1336,1505,198,892,266,1762,1550,2051,1498,1445,2950
"ENSG00000266953.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000126249.8",6,7,0,1,12,10,10,1,1,0,25,23,21,3,11,6
"ENSG00000264317.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267024.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000126261.13",1033,1373,973,828,1179,1524,1436,241,82,36,566,272,270,412,263,406
"ENSG00000142279.13",6,1,1,3,2,2,1,0,1,5,0,0,21,0,4,12
"ENSG00000239210.2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000248830.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000268751.2",3,0,0,3,0,8,1,0,0,0,0,0,4,1,0,0
"ENSG00000205209.8",8,5,8,5,7,13,9,1,1,0,10,3,1,0,5,25
"ENSG00000271049.1",0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0
"ENSG00000252230.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000268683.1",0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000279971.1",0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0
"ENSG00000269811.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279329.1",0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0
"ENSG00000089335.22",110,129,66,61,415,165,295,29,29,4,395,208,233,305,169,204
"ENSG00000274104.2",20,26,13,12,40,32,39,2,15,3,69,78,33,17,10,5
"ENSG00000197841.15",43,27,45,30,177,54,135,11,5,22,282,97,137,93,40,10
"ENSG00000153896.19",25,11,15,14,65,27,38,6,6,0,54,135,71,33,19,65
"ENSG00000270281.1",0,0,1,0,1,0,0,0,0,0,4,0,0,3,0,0
"ENSG00000267767.3",10,5,5,4,25,19,31,4,2,0,2,12,8,4,2,1
"ENSG00000261754.2",10,12,4,2,45,9,24,1,2,0,1,24,0,46,0,0
"ENSG00000271666.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000269086.3",15,11,7,13,33,11,36,4,0,0,26,6,5,1,39,29
"ENSG00000271109.2",55,43,44,33,148,105,111,15,4,0,108,158,70,18,37,64
"ENSG00000270624.1",1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0
"ENSG00000271171.3",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269037.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000270876.3",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000168661.15",15,12,22,12,57,12,38,6,5,6,108,60,154,40,30,51
"ENSG00000280106.1",5,2,1,1,14,4,13,0,0,0,4,7,10,14,2,0
"ENSG00000180884.10",113,69,80,85,229,155,210,15,14,0,208,48,81,147,41,44
"ENSG00000089351.15",1743,1162,1087,1328,1980,1486,1863,748,86,45,389,207,295,342,147,156
"ENSG00000269303.1",2,2,0,0,2,7,6,0,0,0,0,0,0,0,0,0
"ENSG00000271032.1",20,11,2,22,28,14,18,17,1,0,12,12,2,3,0,0
"ENSG00000105711.14",183,37,52,148,65,37,54,24,48,14,16,21,12,37,49,97
"ENSG00000105707.15",0,0,4,2,0,1,1,0,4,0,1,0,0,1,0,0
"ENSG00000227392.3",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000179066.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285526.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089356.19",1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000284065.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000153902.14",6,8,5,6,1,3,1,0,0,0,0,4,0,0,0,0
"ENSG00000279619.1",3,2,2,0,1,2,0,0,0,0,4,0,0,0,0,0
"ENSG00000266964.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221857.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221946.8",31,19,31,27,34,20,17,2,0,0,3,4,22,1,3,21
"ENSG00000089327.15",3663,4105,5172,3539,3936,4767,4662,947,413,137,2325,2394,3064,930,1198,1977
"ENSG00000177558.4",0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"ENSG00000262497.1",1,1,1,1,0,0,0,0,0,1,3,0,5,13,2,7
"ENSG00000105699.17",384,275,243,220,266,444,95,12,9,0,61,25,16,15,13,21
"ENSG00000271366.1",4,1,0,0,7,6,0,0,0,0,0,4,4,0,0,0
"ENSG00000268947.1",6,2,2,2,14,10,4,0,0,0,13,15,0,0,0,1
"ENSG00000288942.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105698.16",2181,3576,3875,2958,2212,2903,2571,581,56,23,217,562,271,146,104,155
"ENSG00000105697.9",28,25,41,9,3,17,2,2,0,0,3,0,2,0,0,0
"ENSG00000105695.15",5,0,0,18,2,0,1,0,2,0,0,0,12,0,0,0
"ENSG00000289845.1",6,3,9,6,1,3,1,3,1,0,0,0,0,0,0,1
"ENSG00000012124.17",171,104,135,233,650,442,171,50,22,1,759,417,441,630,289,647
"ENSG00000269553.1",1,0,0,3,5,3,1,0,0,0,2,1,3,2,0,0
"ENSG00000284034.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000126266.4",85,71,79,143,18,54,2,2,8,0,17,28,33,8,0,15
"ENSG00000185897.7",31,81,16,193,17,48,24,1,9,7,0,14,12,24,0,40
"ENSG00000126251.7",2,4,0,10,3,0,3,1,0,0,0,0,1,1,0,3
"ENSG00000268222.1",1,3,1,4,1,4,4,0,0,0,0,4,5,1,2,4
"ENSG00000205786.8",6,7,4,16,28,4,12,7,1,0,0,0,0,3,0,0
"ENSG00000283479.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264400.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233214.1",2,1,3,4,18,7,20,9,0,0,0,0,0,1,7,0
"ENSG00000232680.2",2,6,1,8,25,6,21,7,3,0,0,3,10,9,1,0
"ENSG00000288731.1",1,4,0,4,2,0,5,4,0,0,1,6,14,8,4,0
"ENSG00000289246.2",0,1,0,0,8,4,7,2,0,0,0,0,4,10,2,0
"ENSG00000126262.5",1356,664,546,1973,3534,1238,1873,1901,236,31,43,92,266,1973,473,209
"ENSG00000188508.11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000161249.21",4,8,1,1,13,10,25,1,0,0,1,9,6,13,7,21
"ENSG00000189001.11",0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
"ENSG00000105679.9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000236144.9",22,6,6,6,71,39,54,3,16,0,66,64,32,36,43,90
"ENSG00000105677.12",62,98,147,73,153,217,206,36,45,18,471,382,433,144,124,139
"ENSG00000105675.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283907.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000291292.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283758.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224910.2",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000267626.1",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249115.9",124,61,45,50,195,130,152,18,48,10,651,382,371,258,151,362
"ENSG00000126254.12",407,635,593,526,340,552,410,125,133,40,732,488,543,237,141,36
"ENSG00000105672.15",1,4,9,7,8,11,10,1,0,0,0,2,8,0,0,0
"ENSG00000126267.11",523,565,696,432,600,768,769,181,55,30,334,203,168,385,136,221
"ENSG00000105668.8",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000226510.2",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000267190.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011590.14",16,59,54,56,37,41,15,8,22,5,106,21,90,121,43,136
"ENSG00000272333.8",1425,2096,1545,1660,1890,1712,1462,366,2,13,93,144,126,72,53,93
"ENSG00000126246.10",8,3,4,2,14,10,20,3,9,3,63,66,62,41,17,35
"ENSG00000267120.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161265.15",57,47,45,46,62,74,58,16,27,6,138,122,201,31,62,102
"ENSG00000205155.8",5,8,17,10,18,28,15,4,3,8,31,24,41,27,21,27
"ENSG00000188223.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267439.1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"ENSG00000267796.8",2,1,2,1,19,2,10,6,1,0,27,15,18,17,4,13
"ENSG00000267328.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000004776.13",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167595.16",87,117,146,113,199,120,183,38,1,0,89,93,54,15,29,19
"ENSG00000267049.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000004777.19",85,39,27,33,123,78,116,22,8,0,27,10,15,9,4,19
"ENSG00000225872.6",6,2,1,7,4,1,7,2,0,0,0,4,0,0,0,0
"ENSG00000250799.11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161270.20",8,2,4,4,0,5,0,1,0,0,0,0,0,0,0,0
"ENSG00000126259.20",1,4,1,0,1,0,0,1,0,2,0,0,1,0,0,9
"ENSG00000105290.13",3,2,4,1,4,1,2,3,0,1,0,1,6,0,0,0
"ENSG00000243968.2",6,1,2,1,2,0,1,1,0,0,1,1,6,0,0,0
"ENSG00000167604.15",3585,2016,1084,3832,318,933,317,435,187,281,299,623,758,177,267,269
"ENSG00000280194.1",76,39,41,52,103,25,72,70,11,9,9,1,41,13,12,36
"ENSG00000126264.10",34,33,45,33,40,46,65,21,4,3,10,5,12,14,3,9
"ENSG00000011600.12",3463,4899,5334,4810,4189,5815,5140,1713,356,195,956,664,1490,1843,1043,842
"ENSG00000126243.9",28,7,6,7,120,8,111,10,0,0,0,0,0,1,0,0
"ENSG00000267786.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267113.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267388.1",0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000205138.4",42,44,52,45,87,103,109,13,24,9,242,53,1,63,14,17
"ENSG00000181392.17",4,1,3,3,9,9,5,1,0,0,31,0,0,3,0,0
"ENSG00000248101.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239382.11",33,36,15,31,38,21,28,5,2,0,18,0,9,2,2,0
"ENSG00000267698.2",0,0,0,0,0,2,0,0,0,0,0,2,2,1,1,0
"ENSG00000105270.15",8,4,1,2,16,6,6,3,0,0,5,2,19,14,14,4
"ENSG00000161277.11",12,9,3,6,51,13,46,9,3,0,124,57,138,32,28,30
"ENSG00000075702.19",22,37,31,22,16,33,30,4,24,36,87,82,198,64,79,84
"ENSG00000280023.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105261.8",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000105258.9",6,12,12,11,2,5,7,1,1,0,5,10,6,8,5,2
"ENSG00000105254.12",192,237,289,197,425,592,646,128,166,63,1300,1215,1591,378,235,128
"ENSG00000279504.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000126247.11",2297,3464,6062,2765,2633,5164,4552,933,66,53,254,374,309,174,154,275
"ENSG00000270760.1",2,1,1,0,4,1,5,1,0,0,0,1,2,1,0,1
"ENSG00000161281.11",3,5,1,2,8,1,0,1,0,0,4,0,7,0,0,0
"ENSG00000267005.1",0,0,0,0,1,0,1,1,0,2,0,1,2,0,0,0
"ENSG00000196357.12",26,24,10,19,22,30,29,8,8,0,56,123,70,22,49,128
"ENSG00000200179.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167635.12",405,495,434,312,1115,587,1227,150,62,86,2031,315,981,1564,443,555
"ENSG00000267053.9",0,0,1,0,1,2,1,0,0,0,1,0,0,0,1,0
"ENSG00000232677.11",14,9,2,4,65,38,43,3,4,4,204,90,66,18,42,94
"ENSG00000142065.14",52,26,15,11,176,67,111,16,2,2,89,23,31,65,12,68
"ENSG00000266973.1",0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,0
"ENSG00000267363.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181007.9",53,35,42,59,72,82,54,10,23,13,177,83,133,54,90,167
"ENSG00000267142.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186017.16",28,19,19,11,76,54,88,5,10,0,101,14,17,131,65,92
"ENSG00000267309.1",3,3,4,1,18,12,15,0,0,2,6,0,4,3,0,0
"ENSG00000267091.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254004.7",69,57,45,28,160,53,124,9,14,0,349,56,101,102,56,77
"ENSG00000228629.2",0,1,0,0,1,0,0,0,0,0,0,10,5,0,0,0
"ENSG00000186020.13",145,113,74,91,173,151,136,25,11,6,125,55,130,151,98,223
"ENSG00000233527.10",12,8,7,9,20,16,17,2,2,2,6,19,28,4,9,6
"ENSG00000161298.19",24,8,0,8,79,14,37,3,9,0,308,7,37,66,36,29
"ENSG00000197808.14",58,60,71,76,97,127,74,5,2,1,51,76,83,44,35,40
"ENSG00000276071.1",3,2,0,5,6,2,3,0,1,0,11,0,7,0,10,19
"ENSG00000225975.8",19,5,5,10,48,19,29,1,2,0,34,14,31,7,14,83
"ENSG00000189042.14",133,153,117,94,144,160,152,12,7,0,324,160,260,186,117,188
"ENSG00000267041.6",23,15,24,17,46,15,44,9,16,0,34,5,26,1,16,27
"ENSG00000267260.4",3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267353.1",1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0
"ENSG00000267254.8",11,7,7,12,16,14,21,1,0,0,34,14,24,5,17,22
"ENSG00000197863.9",17,7,21,8,33,8,18,2,0,0,106,42,38,29,22,11
"ENSG00000251247.13",35,26,25,9,112,49,69,10,3,0,180,60,90,62,44,141
"ENSG00000291239.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206669.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000185869.15",83,57,51,66,75,68,62,7,9,0,127,39,11,80,29,10
"ENSG00000243297.2",1,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0
"ENSG00000198453.15",30,35,47,18,115,47,85,6,9,0,162,65,134,78,42,51
"ENSG00000197050.11",37,52,37,40,83,38,68,5,9,1,308,122,271,108,44,98
"ENSG00000275547.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267345.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ENSG00000267672.1",1,1,1,0,2,1,1,0,0,0,13,23,10,6,3,1
"ENSG00000267360.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196967.11",28,27,38,17,122,38,88,8,8,9,191,95,180,274,46,106
"ENSG00000267437.1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000245680.11",14,11,20,13,143,43,151,9,3,1,232,71,72,169,44,122
"ENSG00000188283.12",60,62,73,67,155,110,127,14,7,16,206,140,133,88,52,149
"ENSG00000267605.8",1,2,2,0,0,0,1,0,0,0,3,0,0,2,1,0
"ENSG00000226686.10",1,3,0,1,1,2,1,0,0,0,0,0,3,0,0,0
"ENSG00000286449.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181666.19",196,189,124,132,316,311,222,30,40,19,507,576,464,334,327,346
"ENSG00000276846.1",0,0,3,0,2,1,1,0,0,0,0,1,0,0,0,0
"ENSG00000267682.1",0,0,1,0,3,1,1,0,0,0,3,3,9,5,0,4
"ENSG00000189164.15",44,42,20,20,80,49,99,9,21,0,113,23,68,83,21,105
"ENSG00000279936.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196437.12",88,68,45,59,133,83,118,15,15,17,255,78,206,51,47,221
"ENSG00000171827.11",91,122,84,72,111,119,95,12,3,2,136,99,138,68,26,124
"ENSG00000266916.9",1,0,0,1,4,2,2,0,0,0,5,0,17,2,1,0
"ENSG00000267115.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188227.14",18,9,4,6,71,11,36,1,0,0,80,35,60,10,35,13
"ENSG00000180458.2",0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0
"ENSG00000267470.6",4,10,4,2,20,1,9,1,5,0,53,28,38,55,42,80
"ENSG00000171817.17",21,12,5,2,51,20,36,2,5,0,138,125,28,52,57,92
"ENSG00000180479.15",67,46,19,45,54,68,33,6,6,0,129,128,103,55,78,340
"ENSG00000120784.17",35,18,41,25,35,38,59,2,7,0,104,14,46,77,9,44
"ENSG00000290988.1",1,0,0,0,4,0,2,0,1,1,0,4,0,4,0,0
"ENSG00000196381.13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000267552.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267319.1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000198182.13",5,3,5,5,50,11,52,0,0,0,133,14,16,1,13,4
"ENSG00000289748.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267152.1",2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0
"ENSG00000287496.1",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000189144.15",19,1,5,4,54,16,38,2,10,11,254,66,95,93,19,19
"ENSG00000267422.1",3,1,0,1,2,2,0,0,0,0,1,4,0,3,3,5
"ENSG00000291089.1",0,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0
"ENSG00000267640.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290722.1",2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000225868.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171804.11",3,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000105738.11",135,112,119,138,373,446,315,74,29,27,170,196,131,148,41,36
"ENSG00000268051.1",0,0,0,0,0,0,0,0,0,1,22,7,30,11,3,5
"ENSG00000268764.1",1,0,0,0,1,0,1,0,0,0,1,9,6,0,2,0
"ENSG00000269653.1",2,0,2,0,5,2,3,0,1,0,0,0,0,0,1,0
"ENSG00000268499.1",1,0,0,1,0,2,0,0,0,0,3,0,0,1,1,1
"ENSG00000275132.1",0,0,0,0,1,0,0,1,0,0,1,3,0,0,1,2
"ENSG00000011332.22",4,2,1,0,3,3,1,1,0,0,1,0,2,0,0,0
"ENSG00000167642.13",193,216,116,266,173,175,168,28,241,24,289,240,262,114,222,536
"ENSG00000167641.11",8,3,4,3,13,7,24,1,2,1,3,12,6,20,10,14
"ENSG00000267748.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286037.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200209.1",2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000167645.17",252,143,188,168,287,299,403,79,346,54,599,526,984,378,393,941
"ENSG00000167644.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099337.5",225,283,165,497,397,417,440,105,94,56,219,84,119,118,85,210
"ENSG00000099338.23",15,11,12,12,37,14,34,10,3,2,33,20,45,10,38,9
"ENSG00000266963.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099341.13",834,1126,1310,912,835,1578,1179,305,242,91,1303,1354,1620,512,737,1374
"ENSG00000179168.15",3,6,13,2,1,4,6,0,0,0,0,0,0,0,0,0
"ENSG00000267090.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188766.13",7,12,9,15,10,5,5,0,1,0,4,0,17,2,0,0
"ENSG00000130244.13",193,172,170,151,283,332,252,61,13,3,67,58,9,24,15,20
"ENSG00000171777.17",825,995,1236,912,3030,1687,3241,1205,264,91,299,172,431,969,453,275
"ENSG00000196218.14",15,7,11,14,55,34,53,8,0,1,15,34,17,7,14,9
"ENSG00000269445.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268055.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104814.13",325,233,184,173,724,838,724,123,142,58,1348,1145,1324,694,416,1226
"ENSG00000267291.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"ENSG00000178982.10",1236,1361,1499,942,1387,2078,1659,298,125,58,1071,1139,1039,506,395,681
"ENSG00000130402.14",2031,3175,4352,2611,4516,3158,5240,1108,893,200,2260,1869,2169,2630,1136,1153
"ENSG00000267375.1",0,0,0,0,1,0,0,0,0,0,2,9,0,1,5,2
"ENSG00000182472.9",6,12,4,1,22,16,19,6,1,0,53,6,26,2,4,13
"ENSG00000267892.1",6,0,1,3,2,2,1,0,0,0,4,0,1,0,2,0
"ENSG00000205076.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178934.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207296.1",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171747.9",9,6,5,6,11,7,11,1,0,2,32,16,6,3,2,2
"ENSG00000104823.9",146,197,130,146,292,249,399,79,130,43,1130,556,1321,360,381,662
"ENSG00000268083.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268756.1",1,0,1,1,1,1,1,0,0,0,0,7,0,0,0,0
"ENSG00000104824.18",2748,3817,4064,3593,2202,4829,2424,609,58,50,329,368,417,279,242,252
"ENSG00000269688.1",17,48,24,41,51,35,27,9,4,0,17,29,10,27,26,6
"ENSG00000187994.14",98,52,62,49,350,151,403,62,12,5,225,67,152,162,58,126
"ENSG00000269050.1",1,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0
"ENSG00000068903.21",657,681,768,768,840,855,999,288,296,140,1079,745,1194,492,686,1666
"ENSG00000104825.17",481,629,569,639,344,610,343,119,26,18,93,155,133,83,49,38
"ENSG00000262484.2",1,0,0,1,8,8,4,2,1,0,4,14,6,0,3,0
"ENSG00000104835.15",7,3,2,4,5,11,10,0,4,5,10,17,15,5,25,22
"ENSG00000269547.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128626.12",47,62,59,49,105,134,129,15,31,10,272,218,327,132,99,164
"ENSG00000269486.2",0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"ENSG00000269190.6",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000287271.1",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161243.10",3,0,1,0,2,4,3,0,0,0,0,0,0,0,0,0
"ENSG00000267992.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183760.11",0,0,2,0,1,0,1,1,0,0,0,3,0,0,0,0
"ENSG00000130669.17",78,114,128,133,104,139,131,25,4,2,15,67,30,15,2,17
"ENSG00000269172.1",1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000188505.5",1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000179751.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268510.1",3,2,0,1,10,0,1,0,1,0,2,7,0,0,1,0
"ENSG00000197110.10",4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272395.8",2,4,1,8,1,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000213926.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272311.1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000183709.8",0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182393.3",0,0,1,0,1,4,1,1,0,0,0,1,0,2,0,0
"ENSG00000128011.5",248,238,143,350,288,166,226,98,7,0,16,0,5,4,3,0
"ENSG00000130755.13",1403,1331,1610,1277,2747,2807,2802,910,211,54,950,660,777,997,521,655
"ENSG00000290031.1",1,1,0,0,3,0,5,0,1,0,1,0,0,0,0,0
"ENSG00000269246.2",0,0,0,0,9,4,8,2,0,0,0,0,0,0,0,0
"ENSG00000179134.16",1732,1472,1248,1667,931,572,845,200,57,43,155,290,219,313,201,81
"ENSG00000241983.3",7,2,1,3,1,0,1,1,0,0,2,0,2,0,0,1
"ENSG00000006712.15",565,501,351,521,723,528,640,217,128,69,760,401,708,521,476,610
"ENSG00000063322.15",589,649,457,674,575,847,636,160,154,81,884,698,895,958,838,1177
"ENSG00000288919.1",31,19,50,23,59,14,57,31,0,1,1,10,12,8,3,3
"ENSG00000128016.7",21413,13384,34307,16581,46060,37513,49189,53516,3103,762,7351,6205,16989,5202,13525,15187
"ENSG00000266559.1",1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090924.15",1183,1265,1937,1087,644,368,564,258,134,96,480,351,1407,416,220,135
"ENSG00000105193.9",7948,6926,8125,5652,5876,10284,6198,1000,168,192,1800,1943,1509,1094,1149,974
"ENSG00000196235.14",2852,3171,2906,3593,1664,3597,1682,386,515,126,2059,1687,1907,1551,1226,2144
"ENSG00000105197.11",128,137,132,133,204,276,263,68,60,56,465,366,481,255,270,487
"ENSG00000090932.11",3,1,0,0,0,0,1,1,0,0,3,0,0,0,1,1
"ENSG00000186838.15",1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288770.1",3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000176401.6",6,10,12,8,25,28,23,5,2,2,4,5,5,6,8,13
"ENSG00000269792.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269584.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176396.11",95,117,101,90,123,120,139,20,0,1,6,0,0,3,0,1
